"adult","budget","genres","homepage","imdb_id","keywords","movie_id","original_language","overview","popularity","popularity_category","poster_url","production_companies","profit","release_date","release_year","revenue","roi","runtime","spoken_languages","status","tagline","title","vote_average","vote_count"
"False","0","Action, Mystery, Drama","https://www.amazon.com/dp/B0DV3V4HH6","tt23476986","intense, excited","1045938","en","After the G20 Summit is overtaken by terrorists, President Danielle Sutton must bring all her statecraft and military experience to defend her family and her fellow leaders.","699.255","High","https://image.tmdb.org/t/p/w500/tSee9gbGLfqwvjoWoCQgRZ4Sfky.jpg","JuVee Productions, Mad Chance, MRC, Amazon MGM Studios","0","2025-04-09","2025","0","0","110","English","Released","Never underestimate a patriot","G20","6.256","154"
"False","18000000","Action, Comedy, Thriller","https://www.novocainemovie.com","tt29603959","pain, dark comedy, bank robbery, held hostage, comedy thriller, comedy, action, super hero, one-person film, car chase","1195506","en","When the girl of his dreams is kidnapped, everyman Nate turns his inability to feel pain into an unexpected strength in his fight to get her back.","587.5344","High","https://image.tmdb.org/t/p/w500/xmMHGz9dVRaMY6rRAlEX4W0Wdhm.jpg","Circle of Confusion, Safehouse Pictures, Paramount Pictures, Infrared Pictures, Domain Entertainment, FilmNation Entertainment, Mediaflix","15561854","2025-03-12","2025","33561854","0.8645474444444444","109","English","Released","Nathan Caine can't feel pain.","Novocaine","6.8","366"
"False","9895000","Action, Thriller, Mystery, Crime","","tt27852049","remake, based on movie, bollywood","1195430","hi","Dev Ambre, a ruthless cop, loses his memory in an accident just after he has finished solving a murder case and now has to reinvestigate it while keeping his memory loss a secret from everyone except DCP Farhan Khan.","205.0662","Medium","https://image.tmdb.org/t/p/w500/qxtXzAlEPxmjHILU8k8wduvBSdo.jpg","Zee Studios, Roy Kapur Films","-9895000","2025-01-31","2025","0","-1.0","155","हिन्दी","Released","","Deva","5.938","40"
"False","18000000","Horror, Comedy, Romance","https://hearteyes.movie","tt32558992","marriage proposal, commercial, holiday, detective, seattle, washington, carousel , female friendship, coffee shop, drive-in theater, serial killer, slasher, police station, killing spree, couple, valentine's day, murder mystery, horror comedy, anxious, kink, holiday horror, frightened","1302916","en","When the ""Heart Eyes Killer"" strikes Seattle, a pair of co-workers pulling overtime on Valentine's Day are mistaken for a couple by the elusive couple-hunting killer. Now, they must spend the most romantic night of the year running for their lives.","123.2502","Medium","https://image.tmdb.org/t/p/w500/ebqttF1Vjgde6uSFBEw9mta7Hd3.jpg","Spyglass Media Group, Divide / Conquer, Ground Control Entertainment","13010725","2025-02-06","2025","31010725","0.7228180555555556","97","English","Released","No couple is safe.","Heart Eyes","6.325","160"
"False","0","Thriller, Comedy","","tt27165670","erotic thriller","1101401","en","An enterprising Sugar Baby is offered $30,000 to move in with her Sugar Daddy for the week, but soon discovers the sinister secrets trapped within his home.","125.7706","Medium","https://image.tmdb.org/t/p/w500/z7NyxmdJ1ypn3Y6BVizjGODuBdO.jpg","Mary Ellen Moffat, VMI WorldWide, Brook Productions","0","2024-10-15","2024","0","0","88","English","Released","Pay to play.","Sugar Baby","6.563","8"
"False","60000000","Thriller, Action","https://www.20thcenturystudios.com/movies/the-amateur","tt0899043","central intelligence agency (cia), based on novel or book, blackmail, revenge, agent, death of wife, spy thriller, pool, terrorist","1087891","en","After his life is turned upside down when his wife is killed in a London terrorist attack, a brilliant but introverted CIA decoder takes matters into his own hands when his supervisors refuse to take action.","117.0026","Medium","https://image.tmdb.org/t/p/w500/SNEoUInCa5fAgwuEBMIMBGvkkh.jpg","20th Century Studios, Hutch Parker Entertainment, Joel B. Michaels Productions","-27796262","2025-04-09","2025","32203738","-0.46327103333333336","123","English, Français, Pусский, Español","Released","Don't underestimate him.","The Amateur","6.8","84"
"False","0","Horror","","tt30956852","legend, slasher, haunt","1388366","en","A curious group of friends sneak into an abandoned spinach canning factory to film a documentary on the legend of the ""Sailor Man,"" who is said to haunt the factory and local docks.","80.5991","Low","https://image.tmdb.org/t/p/w500/nVwu3mN7hr1yF467pGct3yQFM41.jpg","Millman Productions, Otsego Media, Ron Lee Productions, Salem House Films","0","2025-03-21","2025","0","0","88","English","Released","He is what he is.","Popeye the Slayer Man","6.007","73"
"False","0","Fantasy, Horror","","tt28087226","princess, revenge, dark fairy tale","1140847","en","Cinderella finds freedom from her wicked stepmother with the help of her fairy godmother. Only this time, they unleash a plan of bloody vengeance.","73.357","Low","https://image.tmdb.org/t/p/w500/cYB3SHhITJSbRoisgn9QQTP8YkZ.jpg","Sobini Films, Titan Global Entertainment, EMRJ Entertainment","0","2024-04-26","2024","0","0","85","Español, English","Released","This ain't no fairy tale","Cinderella's Revenge","5.325","20"
"False","120000000","Action, Science Fiction, Adventure","https://venom.movie","tt16366836","hero, superhero, anti hero, villain, alien life-form, based on comic, sequel, aftercreditsstinger, woman director, amused, indifferent","912649","en","Eddie and Venom are on the run. Hunted by both of their worlds and with the net closing in, the duo are forced into a devastating decision that will bring the curtains down on Venom and Eddie's last dance.","82.5804","Low","https://image.tmdb.org/t/p/w500/vGXptEdgZIhPg3cGlc7e8sNPC2e.jpg","Columbia Pictures, Pascal Pictures, Matt Tolmach Productions, Hutch Parker Entertainment, Arad Productions","358103649","2024-10-22","2024","478103649","2.984197075","109","English","Released","'Til death do they part.","Venom: The Last Dance","6.781","3180"
"False","0","Romance, Drama","https://www.amazon.com/gp/video/detail/B0B683GY1G","tt21909764","first time, forbidden love, stepbrother, female protagonist, underage sex, stepsister, disturbed, based on young adult novel, enemies to lovers, passion and romance, car, disapproving, disgusted, step-sibling romance","1010581","es","Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.","80.5636","Low","https://image.tmdb.org/t/p/w500/w46Vw536HwNnEzOa7J24YH9DPRS.jpg","Pokeepsie Films, Amazon Studios","0","2023-06-08","2023","0","0","117","Español","Released","Love can only survive in the shadow of secrets.","My Fault","7.82","3642"
"False","0","Western, Action","","tt24850708","","1293286","en","When the most wanted man in America surfaces in a small Kentucky town, his violent history -- and a blood-thirsty mob seeking vengeance and a king’s ransom -- soon follow. As brothers face off against one another and bullets tear the town to shreds, this lightning-fast gunslinger makes his enemies pay the ultimate price for their greed.","474.7791","Medium","https://image.tmdb.org/t/p/w500/O7REXWPANWXvX2jhQydHjAq2DV.jpg","5150 Action, Skibavision, ZTA Entertainment, ZTA & I Films, Milestone Studios, Ambitious Entertainment, Brilliant Pictures, Thats Hollywood, Aarimax Films Production, Grindstone Entertainment Group","0","2025-04-11","2025","0","0","104","English","Released","","Gunslingers","6.438","16"
"False","180000000","Action, Thriller, Science Fiction","https://www.marvel.com/movies/captain-america-brave-new-world","tt14513804","hero, superhero, revenge, aftercreditsstinger, marvel cinematic universe (mcu), sidekick, assassination attempt, political thriller, treaty, international relations","822119","en","After meeting with newly elected U.S. President Thaddeus Ross, Sam finds himself in the middle of an international incident. He must discover the reason behind a nefarious global plot before the true mastermind has the entire world seeing red.","360.3738","Medium","https://image.tmdb.org/t/p/w500/pzIddUEMWhWzfvLI3TwxUG2wGoi.jpg","Marvel Studios, Kevin Feige Productions","231409721","2025-02-12","2025","411409721","1.2856095611111111","119","English, 日本語, Español","Released","The future favors the brave.","Captain America: Brave New World","6.136","1345"
"False","0","Action, Thriller","","tt27812086","","1125899","en","When a group of radical activists take over an energy company's annual gala, seizing 300 hostages, an ex-soldier turned window cleaner suspended 50 storeys up on the outside of the building must save those trapped inside, including her younger brother.","216.346","Medium","https://image.tmdb.org/t/p/w500/mwzDApMZAGeYCEVjhegKvCzDX0W.jpg","Anton, Qwerty Films","0","2025-02-19","2025","0","0","96","English","Released","The stakes are a thousand feet high.","Cleaner","6.574","204"
"False","118000000","Science Fiction, Comedy, Adventure","https://www.mickey17movie.com","tt12299608","based on novel or book, dark comedy, space travel, space colony, alien planet, creature, space adventure, human cloning, spaceship, space sci-fi, black comedy, perjalanan luar angkasa, fiksi ilmiah","696506","en","Unlikely hero Mickey Barnes finds himself in the extraordinary circumstance of working for an employer who demands the ultimate commitment to the job… to die, for a living.","176.5143","Medium","https://image.tmdb.org/t/p/w500/edKpE9B5qN3e559OuMCLZdW1iBZ.jpg","Warner Bros. Pictures, Plan B Entertainment, Offscreen, Kate Street Picture Company, Domain Entertainment","9337252","2025-02-28","2025","127337252","0.07912925423728813","137","English","Released","He's dying to save mankind.","Mickey 17","6.924","1508"
"False","200000000","Adventure, Family, Animation","https://movies.disney.com/mufasa-the-lion-king","tt13186482","friendship, paradise, lion, musical, prequel, jungle, told in flashback, betrayal by friend, chance meeting, live action remake, found family, lost, awestruck","762509","en","Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.","164.3402","Medium","https://image.tmdb.org/t/p/w500/lurEK87kukWNaHd0zYnsi3yzJrs.jpg","Walt Disney Pictures","521046090","2024-12-18","2024","721046090","2.60523045","118","English","Released","The story of an orphan who would be king.","Mufasa: The Lion King","7.424","1958"
"False","0","Horror","","tt13657394","night shift, mexico city, mexico, hospital, ghost, based on myths, legends or folklore, nurses, ghost nurse, cine mexicano","1208808","es","A young nurse with a domestic abuse past starts working the night shift at a small hospital, where, during the night, the ghost of a nurse materializes.","145.105","Medium","https://image.tmdb.org/t/p/w500/iSSx9Bys64vlOkvkyKXtp19P7Re.jpg","Sony Pictures International Productions, EFICINE 189","0","2024-10-31","2024","0","0","107","Español","Released","You won't be able to cure this evil.","Turno nocturno","6.464","98"
"False","0","Horror, Action, Fantasy","https://epic-pictures.com/film/a-knights-war","tt27705545","","1312833","en","A fearless knight braves a deadly realm to save the Chosen One’s soul. Facing witches, demons, and brutal foes, he discovers her return could ignite chaos and doom humanity.","164.2983","Medium","https://image.tmdb.org/t/p/w500/janjdSMrTRGtPrI1p9uOX66jv7x.jpg","High Rise Studio, Dread","0","2025-02-07","2025","0","0","103","English","Released","No gods. No mercy.","A Knight's War","4.938","8"
"False","0","Comedy, Romance","","tt32831759","","1403735","te","Sonu Model, a renowned beautician from the old city, is forced to disguise himself as Laila, leading to a series of comedic, romantic, and action-packed events. Chaos ensues in this hilarious laugh riot","140.4994","Medium","https://image.tmdb.org/t/p/w500/l4gsNxFPGpzbq0D6QK1a8vO1lBz.jpg","Shine Screens","0","2025-02-14","2025","0","0","134","తెలుగు","Released","","Laila","0.0","0"
